Count,Name,Card Number,Edition,Language
,Heavily Armored,18,Jumpstart Front Cards,English
1,Supply Runners,7,Jumpstart,English
1,Trusty Retriever,8,Jumpstart,English
1,Thriving Heath,35,Jumpstart,English
1,Plains,43,Jumpstart,English
1,Bulwark Giant,93,Jumpstart,English
1,Duelist's Heritage,101,Jumpstart,English
1,High Sentinels of Arashin,108,Jumpstart,English
1,Lightwalker,118,Jumpstart,English
1,Long Road Home,120,Jumpstart,English
1,Basri's Acolyte,8,Core Set 2021,English
1,Makeshift Battalion,26,Core Set 2021,English
1,Siege Striker,37,Core Set 2021,English
1,Swift Response,40,Core Set 2021,English
1,Tempered Veteran,41,Core Set 2021,English
6,Plains,,Core Set 2021,English
