Count,Name,Card Number,Edition,Language
,Liliana,22,Jumpstart Front Cards,English
1,Thriving Moor,37,Jumpstart,English
1,Blighted Bat,205,Jumpstart,English
1,Cemetery Recruitment,217,Jumpstart,English
1,Ghoulraiser,238,Jumpstart,English
1,Liliana's Elite,250,Jumpstart,English
1,Settle the Score,276,Jumpstart,English
1,Wailing Ghoul,286,Jumpstart,English
1,Goremand,101,Core Set 2021,English
1,"Liliana, Waker of the Dead",108,Core Set 2021,English
1,Liliana's Devotee,109,Core Set 2021,English
1,Liliana's Standard Bearer,110,Core Set 2021,English
1,Liliana's Steward,111,Core Set 2021,English
1,Rise Again,119,Core Set 2021,English
6,Swamp,,Core Set 2021,English
1,Swamp,311,Core Set 2021,English
