Count,Name,Card Number,Edition,Language
1,Doctor,10,Jumpstart Front Cards,English
1,Brightmare,2,Jumpstart,English
1,Stone Haven Pilgrim,6,Jumpstart,English
1,Thriving Heath,35,Jumpstart,English
1,Plains,39,Jumpstart,English
1,Angel of Mercy,84,Jumpstart,English
1,Moment of Heroism,124,Jumpstart,English
1,Anointed Chorister,4,Core Set 2021,English
1,Basri's Acolyte,8,Core Set 2021,English
1,Griffin Aerie,22,Core Set 2021,English
1,Light of Promise,25,Core Set 2021,English
1,Revitalize,31,Core Set 2021,English
1,Secure the Scene,35,Core Set 2021,English
1,Speaker of the Heavens,38,Core Set 2021,English
1,Swift Response,40,Core Set 2021,English
6,Plains,,Core Set 2021,English
