Count,Name,Card Number,Edition,Language
,Spooky,37,Jumpstart Front Cards,English
1,Thriving Moor,37,Jumpstart,English
1,Swamp,61,Jumpstart,English
1,Barter in Blood,202,Jumpstart,English
1,Bone Picker,212,Jumpstart,English
1,Dutiful Attendant,226,Jumpstart,English
1,Eternal Taskmaster,228,Jumpstart,English
1,Gristle Grinner,242,Jumpstart,English
1,Caged Zombie,91,Core Set 2021,English
1,Crypt Lurker,93,Core Set 2021,English
1,Fetid Imp,98,Core Set 2021,English
1,Finishing Blow,99,Core Set 2021,English
1,Liliana's Standard Bearer,110,Core Set 2021,English
1,Malefic Scythe,112,Core Set 2021,English
1,Village Rites,126,Core Set 2021,English
6,Swamp,,Core Set 2021,English
