Count,Name,Card Number,Edition,Language
1,Well-Read,44,Jumpstart Front Cards,English
1,Thriving Isle,36,Jumpstart,English
1,Island,53,Jumpstart,English
1,Cloudreader Sphinx,143,Jumpstart,English
1,Curiosity,147,Jumpstart,English
1,Erratic Visionary,150,Jumpstart,English
1,Narcolepsy,159,Jumpstart,English
1,Oneirophage,162,Jumpstart,English
1,Rhystic Study,169,Jumpstart,English
1,Runed Servitor,481,Jumpstart,English
1,Suspicious Bookcase,487,Jumpstart,English
1,Library Larcenist,55,Core Set 2021,English
1,Opt,59,Core Set 2021,English
1,Tolarian Kraken,80,Core Set 2021,English
1,Tome Anima,81,Core Set 2021,English
6,Island,,Core Set 2021,English
