Count,Name,Card Number,Edition,Language
,Plus One,28,Jumpstart Front Cards,English
1,Thriving Grove,34,Jumpstart,English
1,Forest,72,Jumpstart,English
1,Arbor Armament,376,Jumpstart,English
1,Fertilid,398,Jumpstart,English
1,Inspiring Call,404,Jumpstart,English
1,Nessian Hornbeetle,413,Jumpstart,English
1,"Rishkar, Peema Renegade",425,Jumpstart,English
1,Scrounging Bandar,428,Jumpstart,English
1,Hunter's Edge,189,Core Set 2021,English
1,Invigorating Surge,190,Core Set 2021,English
1,Pridemalkin,196,Core Set 2021,English
1,Trufflesnout,212,Core Set 2021,English
1,Wildwood Scourge,214,Core Set 2021,English
7,Forest,,Core Set 2021,English
