Count,Name,Card Number,Edition,Language
,Dinosaurs,8,Jumpstart Front Cards,English
1,Thriving Grove,34,Jumpstart,English
1,Forest,73,Jumpstart,English
1,Commune with Dinosaurs,384,Jumpstart,English
1,Crushing Canopy,386,Jumpstart,English
1,Drover of the Mighty,388,Jumpstart,English
1,New Horizons,414,Jumpstart,English
1,Orazca Frillback,416,Jumpstart,English
1,Savage Stomp,427,Jumpstart,English
1,"Selvala, Heart of the Wilds",429,Jumpstart,English
1,Thundering Spineback,437,Jumpstart,English
1,Colossal Dreadmaw,176,Core Set 2021,English
1,Drowsing Tyrannodon,178,Core Set 2021,English
1,Garruk's Uprising,186,Core Set 2021,English
1,Ornery Dilophosaur,194,Core Set 2021,English
6,Forest,,Core Set 2021,English
