Count,Name,Card Number,Edition,Language
1,Spellcasting,35,Jumpstart Front Cards,English
1,Lightning Visionary,22,Jumpstart,English
1,Living Lightning,23,Jumpstart,English
1,Thriving Bluff,33,Jumpstart,English
1,Mountain,66,Jumpstart,English
1,Blindblast,295,Jumpstart,English
1,Hungry Flames,336,Jumpstart,English
1,Thermo-Alchemist,365,Jumpstart,English
1,Chandra's Pyreling,138,Core Set 2021,English
1,Double Vision,142,Core Set 2021,English
1,Goblin Wizardry,148,Core Set 2021,English
1,Heartfire Immolator,150,Core Set 2021,English
1,Kinetic Augur,154,Core Set 2021,English
1,Shock,159,Core Set 2021,English
1,Thrill of Possibility,165,Core Set 2021,English
6,Mountain,,Core Set 2021,English
