Count,Name,Card Number,Edition,Language
,Wizards,46,Jumpstart Front Cards,English
1,Thriving Isle,36,Jumpstart,English
1,Island,47,Jumpstart,English
1,Peel from Reality,163,Jumpstart,English
1,Sage's Row Savant,171,Jumpstart,English
1,Storm Sculptor,179,Jumpstart,English
1,Talrand's Invocation,182,Jumpstart,English
1,Wizard's Retort,198,Jumpstart,English
1,"Barrin, Tolarian Archmage",45,Core Set 2021,English
1,Frost Breath,51,Core Set 2021,English
1,Rain of Revelation,61,Core Set 2021,English
1,Read the Tides,62,Core Set 2021,English
1,Shipwreck Dowser,71,Core Set 2021,English
1,Teferi's Protege,77,Core Set 2021,English
1,Vodalian Arcanist,83,Core Set 2021,English
6,Island,,Core Set 2021,English
