Count,Name,Card Number,Edition,Language
,Wizards,46,Jumpstart Front Cards,English
1,Thriving Isle,36,Jumpstart,English
1,Island,47,Jumpstart,English
1,Crookclaw Transmuter,145,Jumpstart,English
1,Exclusion Mage,153,Jumpstart,English
1,Sage's Row Savant,171,Jumpstart,English
1,Sea Gate Oracle,173,Jumpstart,English
1,Talrand's Invocation,182,Jumpstart,English
1,Winged Words,196,Jumpstart,English
1,Wizard's Retort,198,Jumpstart,English
1,Riptide Laboratory,494,Jumpstart,English
1,Opt,59,Core Set 2021,English
1,Read the Tides,62,Core Set 2021,English
1,Rookie Mistake,66,Core Set 2021,English
1,Shipwreck Dowser,71,Core Set 2021,English
1,Vodalian Arcanist,83,Core Set 2021,English
5,Island,,Core Set 2021,English
