Count,Name,Card Number,Edition,Language
,Minions,24,Jumpstart Front Cards,English
1,Nocturnal Feeder,16,Jumpstart,English
1,Thriving Moor,37,Jumpstart,English
1,Swamp,54,Jumpstart,English
1,Dutiful Attendant,226,Jumpstart,English
1,Ghoulcaller Gisa,236,Jumpstart,English
1,Ghoulcaller's Accomplice,237,Jumpstart,English
1,Innocent Blood,244,Jumpstart,English
1,Shambling Goblin,277,Jumpstart,English
1,Eliminate,97,Core Set 2021,English
1,Fetid Imp,98,Core Set 2021,English
1,Goremand,101,Core Set 2021,English
1,Liliana's Devotee,109,Core Set 2021,English
1,Village Rites,126,Core Set 2021,English
1,Witch's Cauldron,129,Core Set 2021,English
6,Swamp,,Core Set 2021,English
